entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
TN059,Network - Device,26859,sys:net:dev,4.175,1.229,CPE1,1.588,15,Branch,DNI-1,75519,15,24,1.843,4096000,76008.77,0,24,0,1.855,4.293,Ethernet0/2/0_90,LEVICO TERME,0
TN059,Network - Device,26859,sys:net:dev,0,0,LTE,0,15,Branch,DNI-1,0,15,24,0,4096000,0,0,24,0,0,0,LTE,LEVICO TERME,0
TO029,Network - Device,43629,sys:net:dev,13.029,0.57,CPE2,0.403,5.593,Branch,DNI-4,155322.781,14,24,1.553,10000000,326467.072,0,24,0,3.264,21.578,GigabitEthernet0/0/0,TORINO CORSO DANTE,0
TO029,Network - Device,43629,sys:net:dev,7.352,0.797,CPE1,0.685,6.093,Branch,DNI-4,188856.01,8,24,1.888,10000000,257977.645,0,24,0,2.579,8.734,GigabitEthernet0/0/0,TORINO CORSO DANTE,0
TO029,Network - Device,43629,sys:net:dev,0,0,LTE,0,6.125,Branch,DNI-4,0,10,24,0,10000000,0,0,24,0,0,0,LTE,TORINO CORSO DANTE,0
TO082,Network - Device,41967,sys:net:dev,1.12,0.521,CPE2,0.193,13.875,Branch,DNI-3,371881.229,20,48,0.371,100000000,863173.411,0,48,0,0.863,4.216,Ethernet0/2/0_100,TORINO CORSO PESCHIERA,0
TO082,Network - Device,41967,sys:net:dev,1.091,0.199,CPE1,0.194,10.125,Branch,DNI-3,395551.791,15,48,0.395,100000000,510056.552,0,48,0,0.51,2.985,Ethernet0/2/0_100,TORINO CORSO PESCHIERA,0
TO082,Network - Device,41967,sys:net:dev,0,0,LTE,0,10.088,Branch,DNI-3,0,14,48,0,100000000,0,0,48,0,0,0,LTE,TORINO CORSO PESCHIERA,0
TN041,Network - Device,48879,sys:net:dev,11.108,1.122,CPE2,0.898,15.944,Branch,DNI-2 W,160295.597,18,72,1.956,8192000,343618.173,0,72,0,4.194,44.514,Ethernet0/2/0_90,BORGO VALSUGANA,0
TN041,Network - Device,48879,sys:net:dev,15.608,1.318,CPE1,1.168,15.94,Branch,DNI-2 W,214928.159,21,72,2.623,8192000,308598.406,0,72,0,3.767,36.405,Ethernet0/2/0_90,BORGO VALSUGANA,0
TN041,Network - Device,48879,sys:net:dev,0,0,LTE,0,15.979,Branch,DNI-2 W,0,25,72,0,8192000,0,0,72,0,0,0,LTE,BORGO VALSUGANA,0
TO078,Network - Device,50929,sys:net:dev,1.285,0.083,CPE2,0.056,9.038,Branch,DNI-3,166660.833,13,72,0.166,100000000,292255.44,0,72,0,0.292,5.393,Ethernet0/2/0_100,TORINO CORSO GROSSETO,0
TO078,Network - Device,50929,sys:net:dev,4.016,0.1,CPE1,0.08,7.26,Branch,DNI-3,228572.482,27,72,0.228,100000000,341420.836,0,72,0,0.341,1.327,Ethernet0/2/0_100,TORINO CORSO GROSSETO,0
TO078,Network - Device,50929,sys:net:dev,0,0,LTE,0,7.583,Branch,DNI-3,0,54,72,0,100000000,0,0,72,0,0,0,LTE,TORINO CORSO GROSSETO,0
TO067,Network - Device,49907,sys:net:dev,11.317,0.327,CPE2,0.3,3.265,Branch,DNI-6,397245.291,12,48,1.324,30000000,729448.322,0,48,0,2.431,72.833,GigabitEthernet0/0/0,TORINO AGNELLI,0
TO067,Network - Device,49907,sys:net:dev,7.353,0.384,CPE1,0.375,5.734,Branch,DNI-6,395454.921,8,48,1.318,30000000,618516.39,0,48,0,2.061,24.422,GigabitEthernet0/0/0,TORINO AGNELLI,0
TO067,Network - Device,49907,sys:net:dev,0,0,LTE,0,6.01,Branch,DNI-6,0,8,48,0,30000000,0,0,48,0,0,0,LTE,TORINO AGNELLI,0
TN058,Network - Device,23283,sys:net:dev,11.211,1.284,CPE2,0.775,15.108,Branch,DNI-1,65831.075,31,30,1.607,4096000,114049.225,0,30,0,2.784,12.105,GigabitEthernet0/0/0_100,LAVARONE GIONGHI,0
TN058,Network - Device,23283,sys:net:dev,27.585,1.896,CPE1,1.55,14.875,Branch,DNI-1,142267.125,45,30,3.473,4096000,211070.641,0,30,0,5.153,35.425,GigabitEthernet0/0/0_100,LAVARONE GIONGHI,0
TN058,Network - Device,23283,sys:net:dev,0,0,LTE,0,16.7,Branch,DNI-1,0,49,30,0,4096000,0,0,30,0,0,0,LTE,LAVARONE GIONGHI,0
TN095,Network - Device,30964,sys:net:dev,4.12,1.746,CPE1,2.242,32.395,ATM,A1,24615.937,45,24,2.403,1024000,22689.812,0,24,0,2.215,18.611,ATM0/2/0_100-aal5_layer,SIROR S.MARTINO DI CASTROZZA,0
TN044,Network - Device,49270,sys:net:dev,10.582,1.533,CPE2,1.153,17.791,Branch,DNI-1,95641.37,55,54,2.334,4096000,233753.763,0,54,0,5.706,47.573,Ethernet0/0/0_90,CANAZEI,0
TN044,Network - Device,49270,sys:net:dev,17.131,2.287,CPE1,2.055,17.888,Branch,DNI-1,170176.958,51,54,4.154,4096000,233082.837,0,54,0,5.69,63.486,Ethernet0/0/0_90,CANAZEI,0
TN044,Network - Device,49270,sys:net:dev,0,0,LTE,0,17.898,Branch,DNI-1,0,60,54,0,4096000,0,0,54,0,0,0,LTE,CANAZEI,0
TN064,Network - Device,48889,sys:net:dev,1.536,0.112,CPE2,0.078,16.057,Branch,DNI-3,274921.26,19,48,0.274,100000000,515890.932,0,48,0,0.515,5.577,Ethernet0/2/0_90,MEZZOLOMBARDO,0
TN064,Network - Device,48889,sys:net:dev,3.119,0.08,CPE1,0.097,16.015,Branch,DNI-3,341998.677,23,48,0.341,100000000,389162.885,0,48,0,0.389,3.376,Ethernet0/2/0_90,MEZZOLOMBARDO,0
TN064,Network - Device,48889,sys:net:dev,0.003,0,LTE,0,15.026,Branch,DNI-3,14.442,22,48,0,100000000,14.057,0,48,0,0,0.003,LTE,MEZZOLOMBARDO,0
TO072,Network - Device,66171,sys:net:dev,1.099,0.051,CPE2,0.048,9.041,Branch,DNI-3,175537.697,10,24,0.175,100000000,286311.375,0,24,0,0.286,2.468,Ethernet0/2/0_100,TORINO CORSO CASALE,0
TO072,Network - Device,66171,sys:net:dev,0.409,0.051,CPE1,0.064,18,Branch,DNI-3,132310.062,18,24,0.132,100000000,156036.552,0,24,0,0.156,0.587,Ethernet0/2/0_100,TORINO CORSO CASALE,0
TO072,Network - Device,66171,sys:net:dev,0,0,LTE,0,18,Branch,DNI-3,0,18,24,0,100000000,0,0,24,0,0,0,LTE,TORINO CORSO CASALE,0
TN076,Network - Device,41085,sys:net:dev,21.709,0.868,CPE2,0.788,15.979,Branch,DNI-2,154097.777,40,72,1.881,8192000,225092.131,0,72,0,2.747,30.788,GigabitEthernet0/0/0_100,PINZOLO,0
TN076,Network - Device,41085,sys:net:dev,9.565,0.88,CPE1,0.853,16.52,Branch,DNI-2,154935.694,29,72,1.891,8192000,185325.881,0,72,0,2.262,11.383,GigabitEthernet0/0/0_100,PINZOLO,0
TN076,Network - Device,41085,sys:net:dev,0,0,LTE,0,15.371,Branch,DNI-2,0,26,72,0,8192000,0,0,72,0,0,0,LTE,PINZOLO,0
TE008,Network - Device,52733,sys:net:dev,0.696,0.073,CPE2,0.059,21.031,Branch,DNI-3,191151.083,24,24,0.191,100000000,291466.02,0,24,0,0.291,2.807,Ethernet0/2/0_100,GIULIANOVA,0
TE008,Network - Device,52733,sys:net:dev,0.744,0.112,CPE1,0.108,24.864,Branch,DNI-3,239495.437,27,24,0.239,100000000,294291.593,0,24,0,0.294,1.515,Ethernet0/2/0_100,GIULIANOVA,0
TE008,Network - Device,52733,sys:net:dev,0,0,LTE,0,25.843,Branch,DNI-3,0,26,24,0,100000000,0,0,24,0,0,0,LTE,GIULIANOVA,0
SV010,Network - Device,66561,sys:net:dev,0.548,0.067,CPE2,0.054,12.038,Branch,DNI-3,84814.25,19,72,0.084,100000000,179221.93,0,72,0,0.179,1.386,Ethernet0/2/0_100,VADO LIGURE,0
SV010,Network - Device,66561,sys:net:dev,1.084,0.071,CPE1,0.063,13.083,Branch,DNI-3,100012.809,15,72,0.1,100000000,141426.305,0,72,0,0.141,1.251,Ethernet0/2/0_100,VADO LIGURE,0
SV010,Network - Device,66561,sys:net:dev,0,0,LTE,0,11.979,Branch,DNI-3,0,18,72,0,100000000,0,0,72,0,0,0,LTE,VADO LIGURE,0
SS009,Network - Device,24321,sys:net:dev,2.629,0.182,CPE2,0.125,27.135,Branch,DNI-3,458138.086,36,72,0.458,100000000,804856.274,0,72,0,0.804,9.501,Ethernet0/2/0_100,OLBIA CORSO UMBERTO,0
SS009,Network - Device,24321,sys:net:dev,4.874,0.176,CPE1,0.199,27.177,Branch,DNI-3,636164.843,34,72,0.636,100000000,795777.059,0,72,0,0.795,7.636,Ethernet0/2/0_100,OLBIA CORSO UMBERTO,0
SS009,Network - Device,24321,sys:net:dev,0,0,LTE,0,27.121,Branch,DNI-3,0,33,72,0,100000000,0,0,72,0,0,0,LTE,OLBIA CORSO UMBERTO,0
SR027,Network - Device,33537,sys:net:dev,1.729,0.075,CPE2,0.076,34.015,Branch,DNI-3,138721.677,35,48,0.138,100000000,311526.63,0,48,0,0.311,2.906,Ethernet0/2/0_100,PRIOLO GARGALLO,0
SR027,Network - Device,33537,sys:net:dev,3.967,0.085,CPE1,0.079,37.156,Branch,DNI-3,216431.744,38,48,0.216,100000000,249105.796,0,48,0,0.249,3.655,Ethernet0/2/0_100,PRIOLO GARGALLO,0
SR027,Network - Device,33537,sys:net:dev,0,0,LTE,0,35.02,Branch,DNI-3,0,36,48,0,100000000,0,0,48,0,0,0,LTE,PRIOLO GARGALLO,0
SS026,Network - Device,48771,sys:net:dev,2.525,0.057,CPE2,0.043,27.427,Branch,DNI-3,119904.473,38,48,0.119,100000000,785764.494,0,48,0,0.785,54.901,Ethernet0/2/0_90,PORTO TORRES,0
SS026,Network - Device,48771,sys:net:dev,1.02,0.064,CPE1,0.062,29.838,Branch,DNI-3,180699.63,49,48,0.18,100000000,282507.114,0,48,0,0.282,6.922,Ethernet0/2/0_90,PORTO TORRES,0
SS026,Network - Device,48771,sys:net:dev,0.085,0.005,LTE,0.004,58.552,Branch,DNI-3,5472.947,80,48,0.005,100000000,5834.27,0,48,0,0.005,0.102,LTE,PORTO TORRES,0
SR016,Network - Device,40323,sys:net:dev,0.041,0.024,CPE2,0.025,38.576,Branch,DNI-3,27231.486,39,72,0.027,100000000,33035.899,0,72,0,0.033,0.388,Ethernet0/2/0_100,CANICATTINI BAGNI,0
SR016,Network - Device,40323,sys:net:dev,0.069,0.036,CPE1,0.047,36.718,Branch,DNI-3,49753.402,38,72,0.049,100000000,44147.993,0,72,0,0.044,0.158,Ethernet0/2/0_100,CANICATTINI BAGNI,0
SR016,Network - Device,40323,sys:net:dev,0,0,LTE,0,37.996,Branch,DNI-3,0,38,72,0,100000000,0,0,72,0,0,0,LTE,CANICATTINI BAGNI,0
SV017,Network - Device,30084,sys:net:dev,2.189,0.221,CPE2,0.19,11.302,Branch,DNI-3,538772.281,36,24,0.538,100000000,841749.083,0,24,0,0.841,5.465,Ethernet0/2/0_100,SAVONA,0
SV017,Network - Device,30084,sys:net:dev,1.782,0.209,CPE1,0.243,9.375,Branch,DNI-3,590492.041,11,24,0.59,100000000,887093.489,0,24,0,0.887,6.229,Ethernet0/2/0_100,SAVONA,0
SV017,Network - Device,30084,sys:net:dev,0,0,LTE,0,9.968,Branch,DNI-3,0,11,24,0,100000000,0,0,24,0,0,0,LTE,SAVONA,0
SA028,Network - Device,22788,sys:net:dev,5.884,0.714,CPE2,0.474,63.465,Branch,DNI-1,96629.052,244,72,1.179,8192000,168941.364,0,72,0,2.062,22.015,ATM0/IMA1_1-aal5_layer,SANTA MARINA - POLICASTRO,0
SA028,Network - Device,22788,sys:net:dev,10.146,1.012,CPE1,0.79,38.35,Branch,DNI-1,128470.027,54,72,1.568,8192000,245849.604,0,72,0,3.001,17.641,ATM0/IMA1_100-aal5_layer,SANTA MARINA - POLICASTRO,0
SA028,Network - Device,22788,sys:net:dev,0.22,0.056,LTE,0.085,57.85,Branch,DNI-1,8369.545,86,72,0.102,8192000,4690.906,0,72,0,0.057,0.067,LTE,SANTA MARINA - POLICASTRO,0
SS007,Network - Device,44934,sys:net:dev,1.547,0.061,CPE2,0.049,27.8,Branch,DNI-3,139561.555,30,54,0.139,100000000,397426.583,0,54,0,0.397,5.611,Ethernet0/2/0_90,ALGHERO,0
SS007,Network - Device,44934,sys:net:dev,1.637,0.098,CPE1,0.1,28.875,Branch,DNI-3,306611.606,31,54,0.306,100000000,496670.939,0,54,0,0.496,8.818,Ethernet0/2/0_90,ALGHERO,0
SS007,Network - Device,44934,sys:net:dev,0.083,0,LTE,0,33.208,Branch,DNI-3,570.509,61,54,0,100000000,518.666,0,54,0,0,0.079,LTE,ALGHERO,0
SO003,Network - Device,29702,sys:net:dev,0.771,0.059,CPE2,0.044,14.218,Branch,DNI-3,130074.01,20,72,0.13,100000000,283883.836,0,72,0,0.283,4.648,Ethernet0/2/0_90,CHIAVENNA,0
SO003,Network - Device,29702,sys:net:dev,1.72,0.075,CPE1,0.066,12,Branch,DNI-3,174952.965,12,72,0.174,100000000,222066.295,0,72,0,0.222,5.108,Ethernet0/2/0_90,CHIAVENNA,0
SO003,Network - Device,29702,sys:net:dev,0,0,LTE,0,14.298,Branch,DNI-3,0,20,72,0,100000000,0,0,72,0,0,0,LTE,CHIAVENNA,0
SP014,Network - Device,22279,sys:net:dev,3.185,0.911,CPE1,1.047,32.43,ATM,A1,12668.986,90,72,1.237,1024000,15650.524,0,72,0,1.528,37.247,ATM0/2/0_100-aal5_layer,LA SPEZIA FRAZ. MUGGIANO STABILIMENTO FINCANTIERI - ATM,0
SP014,Network - Device,22279,sys:net:dev,0.583,0.128,LTE,0.094,66.736,ATM,A1,1562.347,90,72,0.152,1024000,1602.194,0,72,0,0.156,0.303,LTE,LA SPEZIA FRAZ. MUGGIANO STABILIMENTO FINCANTIERI - ATM,0
SS019,Network - Device,31755,sys:net:dev,1.132,0.086,CPE2,0.078,34.018,Branch,DNI-3,184503.208,39,54,0.184,100000000,241750.43,0,54,0,0.241,1.604,Ethernet0/2/0_100,SASSARI PREDDA NIEDDA,0
SS019,Network - Device,31755,sys:net:dev,0.468,0.086,CPE1,0.053,24.013,Branch,DNI-3,106982.18,27,54,0.106,100000000,176801.731,0,54,0,0.176,1.014,Ethernet0/2/0_100,SASSARI PREDDA NIEDDA,0
SS019,Network - Device,31755,sys:net:dev,0,0,LTE,0,30.569,Branch,DNI-3,0,31,54,0,100000000,0,0,54,0,0,0,LTE,SASSARI PREDDA NIEDDA,0
SI002,Network - Device,47502,sys:net:dev,0.934,0.083,CPE2,0.076,29.791,Branch,DNI-3,252268.364,30,24,0.252,100000000,442834.708,0,24,0,0.442,4.308,Ethernet0/2/0_90,POGGIBONSI,0
SI002,Network - Device,47502,sys:net:dev,1.59,0.137,CPE1,0.146,22.041,Branch,DNI-3,400630.843,26,24,0.4,100000000,512868.656,0,24,0,0.512,2.903,Ethernet0/2/0_90,POGGIBONSI,0
SI002,Network - Device,47502,sys:net:dev,0,0,LTE,0,25.25,Branch,DNI-3,0,30,24,0,100000000,0,0,24,0,0,0,LTE,POGGIBONSI,0
SR015,Network - Device,57491,sys:net:dev,1.321,0.115,CPE2,0.085,35.026,Branch,DNI-3,231639.473,37,48,0.231,100000000,397878.39,0,48,0,0.397,2.824,Ethernet0/2/0_100,AVOLA,0
SR015,Network - Device,57491,sys:net:dev,2.029,0.173,CPE1,0.161,36.515,Branch,DNI-3,412637.802,39,48,0.412,100000000,552871.088,0,48,0,0.552,5.959,Ethernet0/2/0_100,AVOLA,0
SR015,Network - Device,57491,sys:net:dev,0,0,LTE,0,33.984,Branch,DNI-3,0,39,48,0,100000000,0,0,48,0,0,0,LTE,AVOLA,0
SR033,Network - Device,33556,sys:net:dev,0.934,0.081,CPE2,0.075,32.005,Branch,DNI-3,181477.234,34,48,0.181,100000000,301543.927,0,48,0,0.301,2.789,Ethernet0/2/0_100,PALAZZOLO ACREIDE,0
SR033,Network - Device,33556,sys:net:dev,0.827,0.069,CPE1,0.075,37.994,Branch,DNI-3,179599.796,38,48,0.179,100000000,245391.734,0,48,0,0.245,2.229,Ethernet0/2/0_100,PALAZZOLO ACREIDE,0
SR033,Network - Device,33556,sys:net:dev,0,0,LTE,0,34.526,Branch,DNI-3,0,40,48,0,100000000,0,0,48,0,0,0,LTE,PALAZZOLO ACREIDE,0
SA014,Network - Device,47765,sys:net:dev,0.588,0.075,CPE2,0.06,27.239,Branch,DNI-3,154742.239,35,24,0.154,100000000,266653.52,0,24,0,0.266,2.658,Ethernet0/2/0_100,AGROPOLI,0
SA014,Network - Device,47765,sys:net:dev,0.907,0.207,CPE1,0.211,27.572,Branch,DNI-3,353115.822,32,24,0.353,100000000,444245.802,0,24,0,0.444,2.467,Ethernet0/2/0_100,AGROPOLI,0
SA014,Network - Device,47765,sys:net:dev,0,0,LTE,0,27.697,Branch,DNI-3,0,32,24,0,100000000,0,0,24,0,0,0,LTE,AGROPOLI,0
SV009,Network - Device,25754,sys:net:dev,0.657,0.099,CPE2,0.079,11.016,Branch,DNI-3,150542.2,12,30,0.15,100000000,247127.1,0,30,0,0.247,1.597,Ethernet0/2/0_100,LOANO,0
SV009,Network - Device,25754,sys:net:dev,0.583,0.1,CPE1,0.093,15.033,Branch,DNI-3,146788.283,16,30,0.146,100000000,181504.958,0,30,0,0.181,1.363,Ethernet0/2/0_100,LOANO,0
SV009,Network - Device,25754,sys:net:dev,0,0,LTE,0,14.516,Branch,DNI-3,0,15,30,0,100000000,0,0,30,0,0,0,LTE,LOANO,0
SR035,Network - Device,45210,sys:net:dev,1.476,0.114,CPE2,0.099,31.005,Branch,DNI-3,230399.515,32,48,0.23,100000000,277554.822,0,48,0,0.277,2.543,Ethernet0/2/0_100,NOTO,0
SR035,Network - Device,45210,sys:net:dev,0.797,0.087,CPE1,0.073,34.901,Branch,DNI-3,194982.348,37,48,0.194,100000000,305404.838,0,48,0,0.305,1.872,Ethernet0/2/0_100,NOTO,0
SR035,Network - Device,45210,sys:net:dev,0,0,LTE,0,42.041,Branch,DNI-3,0,45,48,0,100000000,0,0,48,0,0,0,LTE,NOTO,0
SA035,Network - Device,28442,sys:net:dev,12.363,0.671,CPE2,0.525,21.6,Branch,DNI-7,1600564.347,25,72,2.667,60000000,2660056.267,0,72,0,4.433,19.354,GigabitEthernet0/0/0,SALERNO PORTANOVA,0
SA035,Network - Device,28442,sys:net:dev,20.095,0.894,CPE1,0.656,25.51,Branch,DNI-7,2203032.652,36,72,3.671,60000000,3418310.354,0,72,0,5.697,37.234,GigabitEthernet0/0/0,SALERNO PORTANOVA,0
SA035,Network - Device,28442,sys:net:dev,0,0,LTE,0,21.666,Branch,DNI-7,0,34,72,0,60000000,0,0,72,0,0,0,LTE,SALERNO PORTANOVA,0
SR040,Network - Device,31007,sys:net:dev,0.661,0.077,CPE2,0.047,36.005,Branch,DNI-3,121663.317,38,48,0.121,100000000,216750.479,0,48,0,0.216,0.951,Ethernet0/2/0_100,SIRACUSA SCALA GRECA,0
SR040,Network - Device,31007,sys:net:dev,1.714,0.128,CPE1,0.109,29,Branch,DNI-3,206796.614,29,48,0.206,100000000,308797.14,0,48,0,0.308,3.955,Ethernet0/2/0_100,SIRACUSA SCALA GRECA,0
SR040,Network - Device,31007,sys:net:dev,0,0,LTE,0,35.01,Branch,DNI-3,0,37,48,0,100000000,0,0,48,0,0,0,LTE,SIRACUSA SCALA GRECA,0
SI008,Network - Device,70942,sys:net:dev,13.14,1.495,CPE2,1.004,21.671,Branch,DNI-1,97036.76,64,48,2.369,4096000,150645.52,0,48,0,3.677,22.044,GigabitEthernet0/0/0_100,MONTEPULCIANO,0
SI008,Network - Device,70942,sys:net:dev,16.491,1.487,CPE1,1.407,27.682,Branch,DNI-1,160792.515,63,48,3.925,4096000,211702.906,0,48,0,5.168,32.975,GigabitEthernet0/0/0_100,MONTEPULCIANO,0
SI008,Network - Device,70942,sys:net:dev,0,0,LTE,0,22.291,Branch,DNI-1,0,62,48,0,4096000,0,0,48,0,0,0,LTE,MONTEPULCIANO,0
SO001,Network - Device,35360,sys:net:dev,35.178,1.377,CPE2,1.229,12.114,Branch,DNI-2 W,324615.989,57,48,3.962,8192000,546196.296,0,48,0,6.667,55.709,GigabitEthernet0/0/0,SONDRIO VALGOI,0
SO001,Network - Device,35360,sys:net:dev,30.157,2.16,CPE1,2.085,7.942,Branch,DNI-2 W,536181,45,48,6.545,8192000,871244.671,0,48,0,10.635,86.679,Ethernet0/2/0_100,SONDRIO VALGOI,0
SO001,Network - Device,35360,sys:net:dev,0,0,LTE,0,9.604,Branch,DNI-2 W,0,154,48,0,8192000,0,0,48,0,0,0,LTE,SONDRIO VALGOI,0
SV020,Network - Device,48929,sys:net:dev,0.574,0.048,CPE2,0.042,10.947,Branch,DNI-3,95377.739,11,24,0.095,100000000,135504.687,0,24,0,0.135,1.043,Ethernet0/2/0_100,CAIRO MONTENOTTE,0
SV020,Network - Device,48929,sys:net:dev,0.56,0.092,CPE1,0.093,11,Branch,DNI-3,158049.239,11,24,0.157,100000000,210356.583,0,24,0,0.21,0.999,Ethernet0/2/0_100,CAIRO MONTENOTTE,0
SV020,Network - Device,48929,sys:net:dev,0,0,LTE,0,11,Branch,DNI-3,0,11,24,0,100000000,0,0,24,0,0,0,LTE,CAIRO MONTENOTTE,0
SR017,Network - Device,70050,sys:net:dev,0.725,0.072,CPE2,0.047,35.024,Branch,DNI-3,159383.503,39,72,0.159,100000000,391107.256,0,72,0,0.391,2.726,Ethernet0/2/0_100,ROSOLINI,0
SR017,Network - Device,70050,sys:net:dev,1.225,0.073,CPE1,0.073,33.145,Branch,DNI-3,178278.118,38,72,0.178,100000000,237615.916,0,72,0,0.237,3.088,Ethernet0/2/0_100,ROSOLINI,0
SR017,Network - Device,70050,sys:net:dev,0,0,LTE,0,33.364,Branch,DNI-3,0,38,72,0,100000000,0,0,72,0,0,0,LTE,ROSOLINI,0
SA042,Network - Device,29348,sys:net:dev,2.634,0.301,CPE2,0.228,21.479,Branch,DNI-7,328409.253,30,72,0.547,60000000,569160.277,0,72,0,0.948,7.228,GigabitEthernet0/0/0_100,SALERNO AVALLONE,0
SA042,Network - Device,29348,sys:net:dev,4.517,0.265,CPE1,0.248,27.361,Branch,DNI-7,398386.513,29,72,0.664,60000000,543577.6,0,72,0,0.905,8.772,GigabitEthernet0/0/0_100,SALERNO AVALLONE,0
SA042,Network - Device,29348,sys:net:dev,0,0,LTE,0,23.17,Branch,DNI-7,0,26,72,0,60000000,0,0,72,0,0,0,LTE,SALERNO AVALLONE,0
SI007,Network - Device,53157,sys:net:dev,4.209,0.069,CPE2,0.041,29.093,Branch,DNI-3,258954.243,36,72,0.258,100000000,406487.506,0,72,0,0.406,5.133,Ethernet0/2/0_90,CHIUSI,0
SI007,Network - Device,53157,sys:net:dev,1.777,0.065,CPE1,0.068,23.788,Branch,DNI-3,263909.444,29,72,0.263,100000000,363235.138,0,72,0,0.363,4.021,Ethernet0/2/0_90,CHIUSI,0
SI007,Network - Device,53157,sys:net:dev,0.004,0,LTE,0,27.704,Branch,DNI-3,13.215,31,72,0,100000000,4.01,0,72,0,0,0.001,LTE,CHIUSI,0
ROPOP,Network - Device,32552,sys:net:dev,53.892,2.697,CPE2,1.732,9.166,Branch,DNI-4,851215.067,53,48,8.512,10000000,1319426.828,0,48,0,13.194,94.902,GigabitEthernet0/0/0_100,ROVIGO CORSO DEL POPOLO,0
ROPOP,Network - Device,32552,sys:net:dev,58.813,2.27,CPE1,2.268,9.343,Branch,DNI-4,982209.536,52,48,9.822,10000000,1163779.541,0,48,0,11.637,80.581,GigabitEthernet0/0/0_100,ROVIGO CORSO DEL POPOLO,0
ROPOP,Network - Device,32552,sys:net:dev,0,0,LTE,0,9.354,Branch,DNI-4,0,28,48,0,10000000,0,0,48,0,0,0,LTE,ROVIGO CORSO DEL POPOLO,0
SA006,Network - Device,26156,sys:net:dev,33.426,1.889,CPE2,1.967,28.02,Branch,DNI-3 (8+8),439190.114,69,24,5.361,8192000,699122.531,0,24,0,8.534,75.76,GigabitEthernet0/0/0_100,BATTIPAGLIA,0
SA006,Network - Device,26156,sys:net:dev,23.626,1.322,CPE1,1.778,27.635,Branch,DNI-3 (8+8),508375.114,75,24,6.205,8192000,650543.354,0,24,0,7.941,46.569,GigabitEthernet0/0/0_100,BATTIPAGLIA,0
SA006,Network - Device,26156,sys:net:dev,0,0,LTE,0,31.645,Branch,DNI-3 (8+8),0,92,24,0,8192000,0,0,24,0,0,0,LTE,BATTIPAGLIA,0
SS004,Network - Device,49070,sys:net:dev,1.794,0.454,CPE1,0.626,35.385,ATM,A1,16326.88,88,48,0.797,2048000,21994.119,0,48,0,1.073,13.374,ATM0/2/0_100-aal5_layer,MULTIMARKETS SASSARI GRAMSCI - ATM,0
SS004,Network - Device,49070,sys:net:dev,0,0,LTE,0,30.791,ATM,A1,0,187,48,0,2048000,0,0,48,0,0,0,LTE,MULTIMARKETS SASSARI GRAMSCI - ATM,0
SR018,Network - Device,26546,sys:net:dev,0.974,0.104,CPE2,0.076,31.013,Branch,DNI-3,203837.537,32,54,0.203,100000000,320603.222,0,54,0,0.32,2.559,Ethernet0/2/0_100,SIRACUSA TISIA,0
SR018,Network - Device,26546,sys:net:dev,1.601,0.15,CPE1,0.166,34.842,Branch,DNI-3,315295.481,36,54,0.315,100000000,357421.305,0,54,0,0.357,4.76,Ethernet0/2/0_100,SIRACUSA TISIA,0
SR018,Network - Device,26546,sys:net:dev,0,0,LTE,0,38,Branch,DNI-3,0,39,54,0,100000000,0,0,54,0,0,0,LTE,SIRACUSA TISIA,0
SA024,Network - Device,45490,sys:net:dev,0.766,0.065,CPE2,0.041,31.854,Branch,DNI-3,151453.031,35,24,0.151,100000000,275960.312,0,24,0,0.275,1.682,Ethernet0/2/0_90,SALA CONSILINA,0
SA024,Network - Device,45490,sys:net:dev,0.868,0.067,CPE1,0.064,34.854,Branch,DNI-3,186782.375,37,24,0.186,100000000,234278.947,0,24,0,0.234,1.4,Ethernet0/2/0_90,SALA CONSILINA,0
SA024,Network - Device,45490,sys:net:dev,0,0,LTE,0,34.854,Branch,DNI-3,0,40,24,0,100000000,0,0,24,0,0,0,LTE,SALA CONSILINA,0
SV003,Network - Device,65714,sys:net:dev,1.084,0.094,CPE2,0.07,13.958,Branch,DNI-3,169260.125,16,72,0.169,100000000,269152.34,0,72,0,0.269,2.101,Ethernet0/2/0_100,ALASSIO,0
SV003,Network - Device,65714,sys:net:dev,0.878,0.104,CPE1,0.095,12.611,Branch,DNI-3,174356.368,18,72,0.174,100000000,215157.656,0,72,0,0.215,1.284,Ethernet0/2/0_100,ALASSIO,0
SV003,Network - Device,65714,sys:net:dev,0,0,LTE,0,12.6,Branch,DNI-3,0,21,72,0,100000000,0,0,72,0,0,0,LTE,ALASSIO,0
SP007,Network - Device,48948,sys:net:dev,14.448,1.524,CPE2,1.206,12.819,Branch,DNI-3 (8+8),244766.687,19,72,2.987,8192000,430836.017,0,72,0,5.259,31.849,Ethernet0/2/0_100,SARZANA,0
SP007,Network - Device,48948,sys:net:dev,24.097,1.234,CPE1,1.238,12.125,Branch,DNI-3 (8+8),232240.763,19,72,2.834,8192000,320477.222,0,72,0,3.912,43.806,Ethernet0/2/0_100,SARZANA,0
